Index,UsingIP,LongURL,ShortURL,Symbol@,Redirecting//,PrefixSuffix-,SubDomains,HTTPS,DomainRegLen,Favicon,NonStdPort,HTTPSDomainURL,RequestURL,AnchorURL,LinksInScriptTags,ServerFormHandler,InfoEmail,AbnormalURL,WebsiteForwarding,StatusBarCust,DisableRightClick,UsingPopupWindow,IframeRedirection,AgeofDomain,DNSRecording,WebsiteTraffic,PageRank,GoogleIndex,LinksPointingToPage,StatsReport,class
11086,1,0,1,1,1,-1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11087,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11088,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11089,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11090,1,0,1,1,1,-1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11091,1,0,1,1,1,-1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11092,1,0,1,1,1,-1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11093,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11094,1,0,1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11095,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11096,1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11097,1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11098,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11099,1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11100,1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11101,1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11102,1,1,1,1,1,1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11103,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11104,1,0,1,1,1,-1,-1,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11105,1,1,1,1,1,1,1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11106,1,1,1,1,1,-1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11107,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11108,1,-1,1,1,1,1,-1,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11109,1,1,1,1,1,1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11110,1,1,1,1,1,1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11111,1,1,1,1,1,-1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11112,1,1,1,1,1,1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11113,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11114,1,1,1,1,1,1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11115,1,1,1,1,1,-1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11116,1,1,1,1,1,-1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11117,1,0,1,-1,1,1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11118,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11119,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11120,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11121,1,1,1,1,1,-1,1,-1,1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11122,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11123,1,1,1,1,1,-1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11124,1,1,1,1,1,1,1,-1,1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11125,1,1,1,1,1,1,1,-1,1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11126,1,1,-1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11127,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11128,1,1,1,1,1,1,1,-1,1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11129,1,1,1,1,1,-1,0,-1,-1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11130,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11131,1,1,1,1,1,1,0,-1,1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11132,1,1,1,1,1,1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11133,1,1,1,1,1,-1,0,-1,1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11134,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11135,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11136,1,0,1,1,1,-1,0,-1,-1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11137,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11138,1,0,-1,1,1,1,-1,-1,1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11139,1,1,1,1,1,-1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11140,1,1,1,1,1,1,-1,-1,-1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11141,1,1,1,1,1,-1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11142,1,1,1,1,1,-1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11143,1,1,-1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11144,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11145,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11146,1,1,1,1,1,1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11147,1,1,1,1,1,-1,0,-1,1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11148,1,1,1,1,1,1,0,-1,-1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11149,1,1,1,1,1,-1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11150,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11151,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11152,1,1,-1,1,1,1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11153,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11154,1,-1,1,1,1,1,-1,1,1,1,1,1,-1.0,1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11155,1,1,-1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11156,1,1,1,1,1,1,1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11157,1,0,1,1,1,-1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11158,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11159,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11160,1,1,1,1,1,-1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11161,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11162,1,1,1,1,1,-1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11163,1,-1,1,1,1,1,-1,1,1,1,1,1,-1.0,1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11164,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11165,1,0,1,1,1,-1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11166,1,1,1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11167,1,1,1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11168,1,1,1,1,1,1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11169,1,1,1,1,1,1,1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11170,1,1,1,1,1,-1,0,-1,-1,-1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11171,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11172,1,1,1,1,1,-1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11173,1,1,1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11174,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11175,1,0,1,1,1,-1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11176,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11177,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11178,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11179,1,1,1,1,1,1,0,-1,1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11180,1,1,-1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11181,1,1,-1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11182,1,1,1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11183,1,1,1,1,1,1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11184,1,1,1,1,1,1,0,1,-1,1,1,1,1.0,-1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11185,1,1,-1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11186,1,1,1,1,1,-1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11187,1,0,1,1,1,1,1,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11188,1,0,1,1,1,1,1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11189,1,0,1,1,1,-1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11190,1,1,1,1,1,-1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11191,1,1,1,1,1,-1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11192,1,1,1,1,1,-1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11193,1,0,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11194,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11195,1,1,1,1,1,-1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11196,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11197,1,1,1,1,1,-1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11198,1,1,1,1,1,1,1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11199,1,0,1,1,1,-1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11200,1,1,1,1,1,1,1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11201,1,1,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11202,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11203,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11204,1,-1,1,1,1,1,-1,1,1,1,1,1,-1.0,1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11205,1,1,1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11206,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11207,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11208,1,0,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11209,1,0,1,1,1,1,-1,1,1,1,1,1,-1.0,1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11210,1,0,1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11211,1,0,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11212,1,1,1,1,1,-1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11213,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11214,1,1,1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11215,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11216,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11217,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11218,1,1,-1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11219,1,-1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11220,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11221,1,1,1,1,1,1,1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11222,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11223,1,0,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11224,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11225,1,1,1,1,1,-1,1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11226,1,0,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11227,1,0,1,1,1,1,0,1,-1,1,1,1,-1.0,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11228,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11229,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11230,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11231,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11232,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
